Container_ID,Declaration_Date (YYYY-MM-DD),Declaration_Time,Trade_Regime (Import / Export / Transit),Origin_Country,Destination_Port,Destination_Country,HS_Code,Importer_ID,Exporter_ID,Declared_Value,Declared_Weight,Measured_Weight,Shipping_Line,Dwell_Time_Hours,Clearance_Status
96425969,2020-11-12,07:43:29,Import,CN,PORT_30,HN,350610,KNWARXH,EMHSQP7,10908.0,120.0,123.204,LINE_MODE_40,58.3,Clear
41862870,2020-11-12,06:34:30,Import,CN,PORT_20,IR,850440,B7JAJAF,LFY4FQJ,151.9,49.0,56.264,LINE_MODE_10,48.3,Low Risk
13749168,2020-11-12,16:00:48,Import,CN,PORT_20,OM,610822,3IAV9EO,JH86Y6C,1356480.0,5760.0,5772.672,LINE_MODE_40,42.1,Clear
28197945,2020-11-12,11:45:45,Import,CN,PORT_40,UG,190190,9RUY3WI,UOOH9ZX,7464000.0,40000.0,41548.0,LINE_MODE_10,72.2,Clear
71736555,2020-11-12,23:49:15,Import,CN,PORT_40,WS,721190,IFGMYUP,DWNJQL8,61656.1,26807.0,26370.046,LINE_MWIDNS,29.9,Clear
27703859,2020-11-12,04:14:59,Import,FR,PORT_13,AM,220421,BIWLUAX,74FHLEX,228690.0,1732.5,1787.42,LINE_B12OMY,63.6,Clear
32680780,2020-11-12,12:39:40,Import,CN,PORT_40,CR,650610,QD86XU7,NHIM60I,213200.0,1000.0,1282.84,LINE_MODE_10,58.0,Critical
73903301,2020-11-12,06:37:41,Import,CA,PORT_40,BR,210690,FXDCYY8,PF1L1IG,44401.5,351.0,337.206,LINE_MWIDNS,14.8,Clear
45365004,2020-11-12,03:47:24,Import,CN,PORT_13,OM,853890,4IEYLUV,0RQQH7S,3126.0,156.3,170.967,LINE_W6UCD9,35.4,Low Risk
81290115,2020-11-12,05:35:15,Import,IT,PORT_40,AM,420219,BHI5F4U,M61ZDLM,5.19,0.3,0.301,LINE_MWIDNS,49.1,Clear
25896335,2020-11-12,03:45:35,Import,FR,PORT_16,TH,420239,4D40RQ0,ZTGMUBM,90.45,0.9,0.894,LINE_MWIDNS,42.5,Clear
44510726,2020-11-12,13:01:26,Import,JP,PORT_30,UG,392062,6MC0W40,02RMARC,4808.2,331.6,322.713,LINE_MODE_40,23.0,Clear
70801211,2020-11-12,10:56:11,Import,CN,PORT_30,AM,620423,1WDWS2E,M7YTEUA,895.39,22.9,21.886,LINE_MODE_10,17.5,Clear
28961304,2020-11-12,11:12:24,Import,CN,PORT_30,AT,091011,1RXYZII,NME7L1Q,4512000.0,24000.0,24820.8,LINE_MODE_40,63.3,Clear
98948938,2020-11-12,03:16:58,Import,CN,PORT_20,OM,853225,VOITGCZ,2HYPTYE,16430.25,7.5,7.254,LINE_A5IT1U,19.0,Clear
25225789,2020-11-12,15:13:49,Import,CN,PORT_40,TT,200599,SFJA2QD,4H4MB6Y,1581490.0,16700.0,16978.89,LINE_VZIZJJ,51.7,Clear
22726035,2020-11-12,09:47:15,Import,CN,PORT_30,SV,630790,0RK0WPE,ID6OLSM,27.6,12.0,12.524,LINE_MODE_10,75.5,Clear
77396335,2020-11-12,10:38:55,Import,CN,PORT_40,FJ,392350,6SB3SWM,VD1ZARY,14.44,1.9,1.888,LINE_MODE_40,36.5,Clear
37154887,2020-11-12,11:40:07,Import,CN,PORT_13,CR,950300,98DJEF5,XGHLZ3E,17434.4,38.0,38.673,LINE_5V1OQR,58.4,Clear
59685409,2020-11-12,15:20:49,Import,US,PORT_20,FJ,854370,3OOGMB5,IJDYHYF,7.56,0.3,0.302,LINE_MODE_10,51.1,Clear
59326415,2020-11-12,09:53:35,Import,DE,PORT_40,UZ,390950,96IVBMF,66Q5KPV,310252.8,704.0,671.405,LINE_MWIDNS,10.1,Clear
65577086,2020-11-12,00:47:26,Import,CN,PORT_10,BG,420232,ALL4QH6,MT6OTEO,9590.4,72.0,71.51,LINE_MODE_10,42.2,Clear
70373854,2020-11-12,23:21:34,Import,DE,PORT_10,TT,843840,Z8LHWYE,DQF2C2K,626396.4,268.0,314.589,LINE_MODE_40,48.4,Low Risk
38267468,2020-11-12,11:59:08,Import,BR,PORT_30,IR,170114,6A5LOE9,AU3UD54,3186495.0,20950.0,19948.59,LINE_MODE_10,15.1,Clear
19351054,2020-11-12,10:21:34,Import,CN,PORT_30,BG,071080,JZDLP53,EL9BEDD,15912000.0,60000.0,60552.0,LINE_MODE_40,46.8,Clear
54268001,2020-11-12,12:22:41,Import,VN,PORT_10,SI,610910,OZWRJCM,9RPABA4,592.8,38.0,38.407,LINE_MODE_40,47.8,Clear
31553896,2020-11-12,01:14:16,Import,DE,PORT_20,SI,392310,BAMA2YV,OSW1LSN,2880.0,900.0,934.38,LINE_MODE_10,71.9,Clear
88926588,2020-11-12,22:37:48,Import,CN,PORT_20,NO,611030,68CK2G1,MPXPWWV,10597.76,114.2,113.309,LINE_MWIDNS,41.5,Clear
70085218,2020-11-12,01:34:58,Import,CN,PORT_30,AM,846692,VCIHMQQ,0IYY5O6,10916.5,35.0,35.952,LINE_MODE_40,58.6,Clear
22718422,2020-11-12,14:32:22,Import,CN,PORT_40,HN,391890,UUIE1GI,OM0XA9D,23.4,18.0,18.454,LINE_VZIZJJ,57.3,Clear
99372191,2020-11-12,23:19:11,Import,US,PORT_40,NO,392290,3S3B239,MSF7UKK,274.13,34.7,33.51,LINE_MODE_40,18.1,Clear
97514068,2020-11-12,18:42:28,Import,CN,PORT_40,JP,852719,3GR5E9C,YBM3BM7,0.0,0.0,0.001,LINE_MODE_40,9.1,Clear
47357445,2020-11-12,01:50:45,Import,DE,PORT_20,KR,710692,5YMKFBU,FI3XYHU,22222.0,10.0,9.887,LINE_MODE_10,39.2,Clear
89623095,2020-11-12,20:18:15,Import,JP,PORT_12,KE,511290,A00ENZW,LZAARVG,363160.92,373.2,443.451,LINE_SEZK8E,93.3,Low Risk
69335876,2020-11-12,14:53:56,Import,CN,PORT_40,CL,640199,ZR6MHZH,73MLUZL,3109569.0,7457.0,7816.427,LINE_MODE_40,6.5,Clear
31387032,2020-11-12,01:49:12,Import,CN,PORT_40,WS,294000,RNHGNZ5,LA0M603,14471100.0,15750.0,15280.65,LINE_MODE_40,21.0,Clear
34670576,2020-11-12,21:38:56,Import,JP,PORT_16,MN,382590,P0WTQR0,NJ2CVN5,9672.0,1860.0,1856.652,LINE_MODE_10,45.5,Clear
52188696,2020-11-12,10:27:36,Import,CN,PORT_80,BA,420232,K3335FP,122L9Y0,1724.0,20.0,20.764,LINE_MODE_40,65.9,Clear
73305430,2020-11-12,23:17:10,Import,CN,PORT_20,SV,660199,XAI29G0,EVSRJUM,1864.0,20.0,20.424,LINE_MODE_40,54.7,Clear
30469510,2020-11-12,12:25:10,Import,CN,PORT_20,TT,850440,M1AV1L7,JO0M9J5,1034385.0,1650.0,1618.98,LINE_MODE_10,34.3,Clear
32493737,2020-11-12,05:34:17,Import,CN,PORT_30,HU,300590,QE90ZXU,RD89WL3,11141469.6,4107.0,4282.369,LINE_YNWUVP,74.9,Clear
58051298,2020-11-12,13:29:38,Import,CN,PORT_40,NO,391910,N8JU1VJ,Q1RHL6S,18062.5,1445.0,1594.471,LINE_MODE_10,37.7,Low Risk
10269612,2020-11-12,03:52:12,Import,CN,PORT_20,NO,441400,KWRWIB3,IU5QO7Q,3565.0,50.0,49.01,LINE_MODE_40,27.6,Clear
73925203,2020-11-13,15:14:43,Import,KR,PORT_40,FJ,902129,Z8O2FLN,RBC1071,15002.52,23.6,22.649,LINE_EIZP3I,14.1,Clear
72789195,2020-11-13,04:13:15,Import,CN,PORT_40,WS,850520,QPLNTDF,K3HCKNK,11595.96,119.3,114.969,LINE_MODE_40,16.7,Clear
68318060,2020-11-13,18:34:20,Import,CN,PORT_40,OM,290319,DG12KN7,8VVA71V,542844.0,3060.0,2791.516,LINE_MODE_10,14.7,Low Risk
95970031,2020-11-13,19:36:31,Import,DE,PORT_39,NO,870332,1SLGVMA,V2UXGRY,11057382.0,1905.0,1992.058,LINE_MODE_10,10.9,Clear
97722797,2020-11-13,00:45:17,Import,CN,PORT_20,NO,392620,BE697VZ,KLI8KTC,66125.4,1398.0,1415.755,LINE_MODE_10,55.1,Clear
65909480,2020-11-13,09:31:20,Import,CN,PORT_40,BA,870899,7EASTJD,MJS3DUQ,315.0,45.0,47.079,LINE_MODE_40,5.2,Clear
85570967,2020-11-13,07:14:47,Import,CN,PORT_40,GU,950790,52V8T8F,H9NE890,2580.0,200.0,179.442,LINE_W6UCD9,24.5,Low Risk
97992859,2020-11-13,14:18:19,Import,CN,PORT_30,AT,846722,TPDVSML,KWAJ415,227313.45,220.5,227.49,LINE_MODE_10,67.6,Clear
28881161,2020-11-13,16:28:41,Import,JP,PORT_30,PL,283330,IBLHG3G,5NQIRLR,3213.0,15.0,15.46,LINE_MODE_40,61.0,Clear
39246807,2020-11-13,06:05:27,Import,US,PORT_40,SV,401693,RBVIO0P,4H4MB6Y,1290.54,47.1,45.108,LINE_VZIZJJ,12.8,Clear
10072929,2020-11-13,15:26:09,Import,CN,PORT_30,UG,392690,FX37X3R,T92NP86,0.3,0.5,0.523,LINE_MODE_40,5.5,Clear
68198902,2020-11-13,16:00:22,Import,EE,PORT_40,WS,440929,8IN23HS,2ZJ8GUX,10111047.1,84329.0,83080.931,LINE_SS12NI,36.9,Clear
41656994,2020-11-13,21:07:14,Import,DE,PORT_39,HU,830710,708A72F,KC77KJY,8107.0,55.0,57.156,LINE_MODE_40,66.6,Clear
52461462,2020-11-13,01:49:42,Import,CN,PORT_16,PG,392690,F8I2T6L,Y9LH78S,360.0,600.0,603.12,LINE_MC8NDR,50.1,Clear
56086637,2020-11-13,03:09:17,Import,CN,PORT_33,HN,620920,OSTWCK2,EPLVZAT,252154.0,196.0,194.569,LINE_MODE_40,35.9,Clear
53201671,2020-11-13,19:30:31,Import,CN,PORT_10,UG,540249,A31ZJB2,NWXRT5C,6601000.0,10000.0,10257.0,LINE_MODE_10,63.7,Clear
41366742,2020-11-13,23:57:42,Import,US,PORT_30,TT,853710,XVQO3RW,PKM3EVH,706.92,27.4,24.823,LINE_MODE_40,13.9,Low Risk
32572106,2020-11-13,12:44:26,Import,JP,PORT_16,LB,850152,708A72F,249LO7A,36927.9,2619.0,2575.001,LINE_MODE_40,29.6,Clear
23692096,2020-11-13,17:24:16,Import,CN,PORT_140,WS,940490,X0D77B2,I637HOH,55878.9,2419.0,2511.406,LINE_VZIZJJ,71.9,Clear
51300251,2020-11-13,10:00:11,Import,CH,PORT_40,OM,390890,H60W7AD,ZUVE5OZ,57960.0,600.0,621.42,LINE_MODE_40,64.3,Clear
23978976,2020-11-13,14:25:36,Import,CN,PORT_20,BA,480591,UZFAQNN,RWB1HVB,6065706.4,14054.0,14028.703,LINE_MODE_10,45.5,Clear
50449040,2020-11-13,18:57:20,Import,CN,PORT_30,GU,284920,2BJPVFY,4QC013K,4704000.0,20000.0,19324.0,LINE_MODE_10,24.4,Clear
91408957,2020-11-13,04:14:37,Import,VN,PORT_20,AT,070610,YRIL0W4,6ZKIPQY,3648000.0,24000.0,24784.8,LINE_MODE_10,68.3,Clear
59919564,2020-11-13,22:43:24,Import,CN,PORT_40,CL,842230,4YLQPOW,AK20CMW,469300.0,500.0,502.1,LINE_W6UCD9,43.5,Clear
24898188,2020-11-13,04:57:48,Import,JP,PORT_30,SD,420321,1LAC14Q,IC72A2U,9955.0,10.0,9.922,LINE_MODE_10,41.5,Clear
54033203,2020-11-13,04:21:23,Import,CN,PORT_20,IR,848180,72I03IS,1PBKO2S,128.7,2.2,2.111,LINE_30GFAP,20.1,Clear
75098259,2020-11-13,04:01:39,Import,DE,PORT_20,CR,901920,AV36YQ3,O654Z7U,0.0,0.0,0.001,LINE_MODE_10,67.6,Clear
94550332,2020-11-13,01:50:52,Import,CN,PORT_20,KR,620453,I6ZZMA2,30KWO4D,356.0,8.9,9.08,LINE_MWIDNS,54.0,Clear
96347883,2020-11-13,01:06:03,Import,ID,PORT_13,SV,940169,QTFONLJ,2R14PMG,116890.4,1628.0,1660.072,LINE_MODE_40,53.7,Clear
59680146,2020-11-13,17:25:06,Import,CN,PORT_20,MT,392620,AGNFHWY,6MDL1WY,1906.19,40.3,38.817,LINE_MODE_40,16.4,Clear
49015097,2020-11-13,02:50:17,Import,KR,PORT_40,WS,732690,K4ZSOUX,9I6JQU8,1530.0,1020.0,981.954,LINE_MODE_40,16.1,Clear
80886763,2020-11-13,21:00:43,Import,CN,PORT_30,BG,621490,KH39Z8W,E0J5RN4,609.26,4.1,3.673,LINE_MODE_10,32.0,Low Risk
20964613,2020-11-13,21:58:13,Import,IT,PORT_40,CR,420239,HFVWJ5F,JK0XSLK,301.5,3.0,3.014,LINE_MODE_10,49.8,Clear
95772430,2020-11-13,08:07:10,Import,US,PORT_30,PY,853690,L08LZPN,7FSFMW7,199.92,5.1,5.208,LINE_MODE_40,54.7,Clear
13968982,2020-11-13,08:08:22,Import,CN,PORT_40,DJ,392690,FWVNMKK,IOF2PHG,9.6,16.0,16.723,LINE_MODE_40,4.5,Clear
75642902,2020-11-13,22:27:02,Import,CN,PORT_20,TT,611529,9XFAZGA,630R3U1,1938.0,15.0,14.778,LINE_MODE_10,36.9,Clear
74974295,2020-11-13,20:31:35,Import,CN,PORT_30,TT,850440,BPKKW6Z,5JEUXPV,15456.2,70.9,71.871,LINE_MODE_40,49.7,Clear
19720559,2020-11-13,22:39:59,Import,JP,PORT_20,LV,470710,Y1THALD,MI18ISG,2171208.0,278360.0,273266.012,LINE_MODE_10,34.6,Clear
85764074,2020-11-13,01:05:14,Import,CN,PORT_30,TH,540761,1UP3S1C,N626KMP,669896.46,3337.8,3811.234,LINE_MODE_10,46.8,Low Risk
14896196,2020-11-13,04:45:56,Import,CN,PORT_30,UG,420292,EQTYZZS,Y6NHMEJ,72.9,121.5,134.457,LINE_MODE_10,38.4,Low Risk
32891449,2020-11-13,20:34:49,Import,CN,PORT_20,BR,392310,XIWEANE,7PN0VA5,320.0,100.0,98.67,LINE_MODE_10,37.9,Clear
54181301,2020-11-13,16:17:41,Import,CN,PORT_40,TT,440890,PYUXSIS,7PN0VA5,15350200.0,46000.0,44192.2,LINE_MODE_10,20.8,Clear
92508462,2020-11-13,05:59:42,Import,CN,PORT_39,GN,401699,VJFEDRR,W0FXX8G,9.05,0.5,0.503,LINE_W6UCD9,44.1,Clear
40202797,2020-11-13,04:18:37,Import,JP,PORT_20,FJ,591190,FOXMGOO,PH5S9HO,36.0,6.0,6.076,LINE_MODE_10,55.1,Clear
34882004,2020-11-13,01:10:44,Import,CN,PORT_40,HN,210390,4D5QIOH,JQWRRSO,486000.0,18000.0,17715.6,LINE_MODE_40,30.3,Clear
49754820,2020-11-13,16:47:00,Import,CN,PORT_20,LB,940599,5G9VLBL,020TIUK,1368.0,40.0,35.93,LINE_MODE_40,23.3,Low Risk
86731455,2020-11-13,01:04:15,Import,CN,PORT_56,GN,721720,NXIGSZ5,DCM6O9R,773662.5,13455.0,13908.434,LINE_VZIZJJ,64.9,Clear
80913003,2020-11-13,17:38:03,Import,CN,PORT_13,LR,630790,7S33LW0,I8YYHCE,1049.49,456.3,437.911,LINE_YNWUVP,14.1,Clear
81958764,2020-11-13,00:43:24,Import,CN,PORT_30,FJ,392690,KSK1MEM,55Y6RJY,42.0,70.0,81.049,LINE_MODE_10,50.6,Low Risk
98746298,2020-11-13,05:39:38,Import,CN,PORT_20,SI,821300,H2N59SS,64D20EU,16550.0,500.0,493.6,LINE_MODE_10,38.2,Clear
14616725,2020-11-13,08:32:05,Import,CN,PORT_20,LB,711719,VTA1JJV,32RVS06,7010.96,102.8,107.806,LINE_MODE_10,12.8,Clear
51919208,2020-11-13,00:08:08,Import,US,PORT_40,SV,950691,AKE6PPS,B5KNBEX,1621.12,119.2,117.078,LINE_MODE_10,34.9,Clear
94990334,2020-11-13,07:56:14,Import,CN,PORT_16,SI,940592,VVF6MRH,ZZQS4N2,148.8,16.0,14.451,LINE_MODE_10,22.3,Low Risk
11510355,2020-11-13,22:19:15,Import,RO,PORT_20,GG,610130,8XN4LV0,AIG21GA,544.94,1.1,0.982,LINE_MODE_10,35.0,Low Risk
99723796,2020-11-13,21:19:16,Import,CN,PORT_40,DJ,283630,3MR0EOQ,E0UT5JM,52745000.0,550000.0,543510.0,LINE_MODE_40,32.9,Clear
31983210,2020-11-13,10:13:30,Import,CN,PORT_40,GN,282560,MYCZRSL,44F36R4,25695360.0,7200.0,7424.64,LINE_MODE_40,61.3,Clear
10611378,2020-11-13,06:24:18,Import,CN,PORT_62,CL,851890,L93WZ16,JXOVF4E,3.5,5.0,5.236,LINE_LC6XBR,11.8,Clear
49614010,2020-11-13,06:20:10,Import,CN,PORT_40,NO,620432,M9GVCC8,3DDOYAB,7872.0,15.0,15.981,LINE_MODE_10,173.3,Critical
87680705,2020-11-13,12:05:05,Import,CN,PORT_30,UG,293499,ZG5VST3,41W8AHR,13278.42,21.3,19.394,LINE_MODE_10,16.2,Low Risk
16613847,2020-11-13,23:09:27,Import,CN,PORT_40,SI,851690,TJ9GSSQ,FGTCPFC,26.65,20.5,21.273,LINE_MODE_10,71.6,Clear
84907149,2020-11-13,14:43:09,Import,CN,PORT_20,ES,640299,2T95S2Y,2FNDH8Z,1276160.0,800.0,829.36,LINE_MODE_10,70.9,Clear
83533512,2020-11-13,22:57:12,Import,DE,PORT_20,PY,950300,NAUERLF,FUP97HQ,208.76,1.7,1.808,LINE_MODE_10,171.7,Critical
15712973,2020-11-13,13:50:53,Import,SE,PORT_40,WS,490199,6E46VOB,JKN1GOM,3.96,1.1,1.127,LINE_MODE_10,63.0,Clear
47566980,2020-11-13,01:03:00,Import,CN,PORT_10,LB,841459,TA0OJMW,9CD54FM,34101.2,532.0,602.352,LINE_MWIDNS,44.5,Low Risk
58969248,2020-11-13,09:08:48,Import,CN,PORT_30,ES,120740,5C2RPY6,UNCISOP,92043000.0,126000.0,121237.2,LINE_MODE_10,21.7,Clear
26165358,2020-11-13,18:57:18,Import,ID,PORT_62,AT,030743,PWYWQNX,MYZTPQK,2795318.1,11691.0,11190.625,LINE_MODE_10,18.4,Clear
78303029,2020-11-13,01:34:29,Import,IT,PORT_30,GG,420221,XAI29G0,NNCUD4U,92.4,3.0,2.99,LINE_MODE_40,38.5,Clear
22198635,2020-11-13,07:17:15,Import,KR,PORT_40,CA,902290,JHEHLCS,AGEBSW5,2374.56,4.8,5.141,LINE_MODE_40,67.5,Low Risk
69666764,2020-11-13,23:36:44,Import,CN,PORT_30,HU,851829,7MKRP2H,JMDGQXW,380.8,4.0,4.631,LINE_MODE_40,44.6,Low Risk
92410312,2020-11-13,19:23:52,Import,IN,PORT_40,JP,290499,OWIYYZB,6LV96I6,86.41,0.1,0.103,LINE_MWIDNS,60.6,Clear
61100964,2020-11-13,06:53:24,Import,JP,PORT_40,LV,847990,QGU7YER,ONKQE2Z,13175640.0,1800.0,2084.112,LINE_MODE_10,50.6,Low Risk
38539248,2020-11-13,22:08:48,Import,CH,PORT_20,GN,320910,WU5XU60,UHUNBJ1,24547.5,225.0,204.314,LINE_JGTT43,14.2,Low Risk
12209250,2020-11-13,21:27:30,Import,CN,PORT_30,DJ,420222,ZKFXYUA,ES6KNJT,4750.2,14.0,14.157,LINE_MODE_40,48.1,Clear
76493040,2020-11-13,00:04:00,Import,JP,PORT_39,PL,640219,OK6C5CW,9BQ4WDX,13543.96,14.2,13.72,LINE_MODE_40,18.4,Clear
80813821,2020-11-13,19:33:01,Import,CN,PORT_40,NO,070320,N94D52W,ON25ZVF,5824800.0,24000.0,24016.8,LINE_MWIDNS,41.2,Clear
65037706,2020-11-13,04:17:46,Import,CN,PORT_30,AM,420299,XTTIS6Z,IU5QO7Q,144.53,14.9,13.311,LINE_MODE_40,28.6,Low Risk
88034083,2020-11-13,06:22:43,Import,CN,PORT_30,TT,392690,LY199GF,02TCAWG,9.54,15.9,16.213,LINE_MODE_10,59.7,Clear
43128411,2020-11-13,14:42:51,Import,ES,PORT_10,HU,391910,D533JG9,XF5PZCD,10.0,0.8,0.73,LINE_MODE_10,14.4,Low Risk
77822019,2020-11-13,16:37:39,Import,CN,PORT_33,HN,940360,7CNIF71,1SFRY1T,127.8,18.0,17.131,LINE_MODE_10,14.8,Clear
18383391,2020-11-13,01:05:51,Import,CN,PORT_30,RS,854390,OPXBPE0,2FCGZI9,65603.45,3624.5,3500.18,LINE_MODE_10,24.1,Clear
78933212,2020-11-13,18:25:32,Import,CN,PORT_40,OM,901910,O3IUAW2,1P57AIM,366.0,20.0,19.604,LINE_MODE_10,33.6,Clear
36445232,2020-11-13,20:12:32,Import,CN,PORT_20,SI,940540,X7I7YPK,S3H9X87,824.0,80.0,77.616,LINE_MODE_10,27.0,Clear
96943383,2020-11-13,02:31:03,Import,CN,PORT_40,NG,950300,52A9MLS,MN22HZM,5845.28,47.6,46.158,LINE_MODE_40,20.7,Clear
80985425,2020-11-13,00:17:05,Import,NL,PORT_20,WS,490199,KTP3NWZ,Y5ZLHGH,10.8,3.0,2.996,LINE_MODE_10,45.8,Clear
19957980,2020-11-13,19:53:00,Import,CN,PORT_16,UZ,392690,YJBE3LQ,Q1M98FT,73.8,123.0,122.533,LINE_MODE_10,44.2,Clear
71602987,2020-11-13,08:35:07,Import,CN,PORT_56,LR,392690,1GCXU99,E3MJKHM,705.6,1176.0,1063.351,LINE_MODE_40,15.4,Low Risk
21023624,2020-11-13,03:37:44,Import,CN,PORT_20,GU,960910,YQP2SA7,H40BV8D,1575.0,210.0,204.582,LINE_MODE_10,29.7,Clear
36748223,2020-11-13,06:58:23,Import,IT,PORT_20,LB,940360,M8SCJCR,JABE2FY,745.5,105.0,110.218,LINE_MODE_10,13.5,Clear
16697044,2020-11-13,11:08:04,Import,US,PORT_56,TH,300490,TX6M806,DVRCONJ,324759.6,1168.2,1126.378,LINE_EIZP3I,17.1,Clear
99504384,2020-11-13,22:30:24,Import,CN,PORT_10,SV,851310,0A360IE,1NYE9WJ,499.2,39.0,38.774,LINE_MODE_40,36.9,Clear
14940531,2020-11-13,16:44:51,Import,CN,PORT_40,IL,160554,RHHWF0C,M3O4128,10979400.0,11600.0,11550.12,LINE_MODE_10,43.9,Clear
13456092,2020-11-13,09:00:12,Import,CN,PORT_33,MT,950300,H27ZHR5,FDS7TF3,876390.0,13100.0,14192.54,LINE_MODE_10,187.9,Critical
81972746,2020-11-13,07:08:26,Import,CN,PORT_152,KR,910199,AGO7KWH,AB6MHP2,9417.0,15.0,14.448,LINE_MWIDNS,16.4,Clear
52027286,2020-11-13,20:57:26,Import,ES,PORT_40,ZZ,190590,GFXOURM,YV3OSFC,47017.52,101.2,113.611,LINE_VZIZJJ,36.2,Low Risk
25811022,2020-11-13,14:55:42,Import,US,PORT_20,CA,854239,UWJ8KOW,B7DS6BU,4.18,0.1,0.103,LINE_MODE_10,63.3,Clear
95300709,2020-11-13,21:49:09,Import,KR,PORT_40,MG,848079,NULX6LN,L2SX065,3454.86,243.3,232.765,LINE_MODE_40,12.1,Clear
81068926,2020-11-13,21:24:46,Import,DE,PORT_20,ES,842199,DKZ2B1J,RZM2Z77,1786.4,308.0,299.746,LINE_MODE_10,29.0,Clear
29272565,2020-11-13,15:36:05,Import,NZ,PORT_40,CA,340220,8ZUGGKI,OZB7KED,2125780.8,8476.0,8719.261,LINE_MODE_40,59.6,Clear
52020536,2020-11-13,01:04:56,Import,CN,PORT_40,PL,640291,SZUX32J,8XTSWL7,811478.0,2465.0,2509.863,LINE_MODE_10,58.7,Clear
26955132,2020-11-13,22:44:12,Import,CN,PORT_80,SI,821300,R8F77BQ,WBDULC7,16550.0,500.0,510.1,LINE_MODE_10,60.0,Clear
71516769,2020-11-13,03:10:09,Import,CN,PORT_20,GG,851310,WKMTC3C,49G9D6T,2056.5,22.5,23.101,LINE_MODE_10,64.3,Clear
20315806,2020-11-13,01:32:46,Import,CN,PORT_40,BA,580610,UTGJQMH,GU7LTCL,401.5,2.5,2.583,LINE_VZIZJJ,68.6,Clear
29371035,2020-11-13,15:37:15,Import,JP,PORT_13,CA,853710,OOKRNPG,10T1QG8,25.8,1.0,1.044,LINE_MODE_10,75.5,Clear
14092352,2020-11-13,19:04:32,Import,KR,PORT_40,IR,848620,9KQBFDU,N0PWTMT,759556940.0,3188.0,3220.518,LINE_MODE_40,47.4,Clear
87262619,2020-11-13,12:20:59,Import,CN,PORT_40,CL,870880,L0O76J5,9RJ9R9K,554296.5,2565.0,2348.027,LINE_MODE_40,6.1,Low Risk
10163768,2020-11-13,09:24:08,Import,JP,PORT_40,AT,392690,YAE1XNF,DC86O9H,4.8,8.0,8.018,LINE_MODE_10,48.1,Clear
74376398,2020-11-13,00:14:38,Import,VN,PORT_20,GG,621133,6W7C6MT,2GH8844,31185.0,162.0,168.026,LINE_MWIDNS,71.2,Clear
95258810,2020-11-13,00:06:50,Import,CN,PORT_40,UG,091011,JIDH1RM,DWNJQL8,4512000.0,24000.0,25226.88,LINE_MODE_40,105.1,Low Risk
37324121,2020-11-13,01:44:41,Import,CN,PORT_20,PY,071080,7T6JBXG,E44MM7Y,21216000.0,80000.0,73288.8,LINE_MODE_40,5.5,Low Risk
49871291,2020-11-13,13:04:11,Import,CN,PORT_13,MN,961519,QHQHQFV,U7I4H9W,24377.5,175.0,177.748,LINE_MWIDNS,53.1,Clear
94041053,2020-11-13,03:38:53,Import,BE,PORT_30,CL,621410,HKWAQSM,UFNMRV4,4.12,0.1,0.098,LINE_MODE_40,30.6,Clear
61704441,2020-11-14,16:43:21,Import,JP,PORT_30,PG,853890,QY8W5O6,NPL1KJV,118.0,5.9,5.845,LINE_MODE_10,40.6,Clear
51203230,2020-11-14,03:47:10,Import,CN,PORT_13,AM,853400,CU1WXCY,7R46TCK,8053.8,3.0,3.064,LINE_MODE_10,60.7,Clear
99424225,2020-11-14,23:30:25,Import,CN,PORT_16,NG,962000,V3ATRB6,JEOUGPP,105856.44,1618.6,1616.496,LINE_MODE_40,39.8,Clear
33048973,2020-11-14,10:44:13,Import,CN,PORT_20,FJ,670290,JF0CFHM,E44MM7Y,523.8,18.0,18.445,LINE_MODE_40,57.0,Clear
18027500,2020-11-14,16:58:20,Import,IN,PORT_20,NO,230649,Z5FPNIQ,QYI6WXV,38124000.0,360000.0,373032.0,LINE_MODE_10,70.6,Clear
89117936,2020-11-14,17:54:56,Import,CN,PORT_81,CR,320412,RN2GUSH,84RU3QE,3232500.0,5000.0,5091.0,LINE_W6UCD9,52.7,Clear
82153825,2020-11-14,18:10:25,Import,CN,PORT_20,UZ,610910,DGF99GW,S1HVFNA,2192.4,252.0,287.34,LINE_FTHR76,40.4,Low Risk
80407004,2020-11-14,07:00:44,Import,JP,PORT_40,CA,391239,6492DKZ,0EVCQ1H,994770.0,2100.0,2066.82,LINE_MODE_40,30.3,Clear
32321445,2020-11-14,09:10:45,Import,JP,PORT_53,BG,391510,QBSKL5A,ZYPGANO,3093611.3,24533.0,24255.777,LINE_MC8NDR,39.2,Clear
64027462,2020-11-14,01:16:22,Import,US,PORT_16,LR,610459,SNFDCP0,R0H4B3Z,1443.0,1.0,1.161,LINE_MODE_10,51.4,Low Risk
13961482,2020-11-14,10:03:22,Import,CN,PORT_20,SD,071080,7SDSF6U,SG1RX8L,7036800.0,24000.0,23884.8,LINE_MODE_10,43.5,Clear
72096950,2020-11-14,10:15:50,Import,US,PORT_30,TT,820559,9PSPPC3,0KYIOTQ,12.25,0.7,0.636,LINE_MODE_10,17.6,Low Risk
52809839,2020-11-14,14:07:59,Import,JP,PORT_30,AM,900311,3VD33NO,8JZT5CE,2306.44,4.6,4.792,LINE_MODE_40,68.2,Clear
